,agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
11957,11957,1496,1542,8,0,INDIVIDUAL_NON_MANDATORY,3054798
27941,27941,2355,2152,8,5,INDIVIDUAL_NON_MANDATORY,6247778
11654,11654,936,301,7,2,INDIVIDUAL_NON_MANDATORY,1273361
10965,10965,1884,357,7,1,INDIVIDUAL_NON_MANDATORY,4614418
18939,18939,1246,2354,7,5,INDIVIDUAL_NON_MANDATORY,442885
11084,11084,2513,812,8,0,INDIVIDUAL_NON_MANDATORY,5803638
18913,18913,2256,2354,8,1,INDIVIDUAL_NON_MANDATORY,3735880
15469,15469,2424,2679,7,1,INDIVIDUAL_NON_MANDATORY,3705202
13394,13394,105,97,8,0,INDIVIDUAL_NON_MANDATORY,461106
5017,5017,2173,1446,8,2,INDIVIDUAL_NON_MANDATORY,6641225
24465,24465,1185,2354,7,0,INDIVIDUAL_NON_MANDATORY,4067178
8469,8469,2424,1008,7,2,INDIVIDUAL_NON_MANDATORY,5484299
24356,24356,689,2354,7,2,INDIVIDUAL_NON_MANDATORY,55016
5273,5273,303,2467,8,3,INDIVIDUAL_NON_MANDATORY,155415
19763,19763,407,2354,7,4,INDIVIDUAL_NON_MANDATORY,6046975
6290,6290,1884,366,8,5,INDIVIDUAL_NON_MANDATORY,4492346
21454,21454,1150,2354,7,3,INDIVIDUAL_NON_MANDATORY,7006594
16381,16381,2355,1944,8,5,INDIVIDUAL_NON_MANDATORY,3186797
11153,11153,2688,1542,8,4,INDIVIDUAL_NON_MANDATORY,6743941
16316,16316,389,2336,8,3,INDIVIDUAL_NON_MANDATORY,5105169
23649,23649,773,377,7,0,INDIVIDUAL_NON_MANDATORY,7490011
24659,24659,320,2717,7,0,INDIVIDUAL_NON_MANDATORY,7489792
8619,8619,524,1878,8,4,INDIVIDUAL_NON_MANDATORY,5674946
4620,4620,2394,1542,7,3,INDIVIDUAL_NON_MANDATORY,5134357
10228,10228,2390,99,8,3,INDIVIDUAL_NON_MANDATORY,2887296
21638,21638,2355,1885,8,0,INDIVIDUAL_NON_MANDATORY,7176648
16424,16424,505,2354,8,0,INDIVIDUAL_NON_MANDATORY,7872343
14509,14509,15,84,8,3,INDIVIDUAL_NON_MANDATORY,5773986
22457,22457,1334,230,8,0,INDIVIDUAL_NON_MANDATORY,848486
16016,16016,2570,2354,7,3,INDIVIDUAL_NON_MANDATORY,6246086
15317,15317,2561,84,8,5,INDIVIDUAL_NON_MANDATORY,1366948
4040,4040,2173,121,8,2,INDIVIDUAL_NON_MANDATORY,4836040
8574,8574,54,2059,8,1,INDIVIDUAL_NON_MANDATORY,7321669
10067,10067,2381,1542,7,2,INDIVIDUAL_NON_MANDATORY,3240039
21774,21774,644,2354,7,5,INDIVIDUAL_NON_MANDATORY,4763090
15854,15854,1514,2354,7,3,INDIVIDUAL_NON_MANDATORY,7322386
2479,2479,2424,2556,7,3,INDIVIDUAL_NON_MANDATORY,6511916
1995,1995,2424,710,8,4,INDIVIDUAL_NON_MANDATORY,1106309
8137,8137,2427,1599,8,4,INDIVIDUAL_NON_MANDATORY,248073
28019,28019,2355,2133,7,1,INDIVIDUAL_NON_MANDATORY,2022479
2023,2023,2424,2005,8,0,INDIVIDUAL_NON_MANDATORY,2536137
17324,17324,2355,252,7,0,INDIVIDUAL_NON_MANDATORY,6744101
27567,27567,1202,1542,7,5,INDIVIDUAL_NON_MANDATORY,4765538
23268,23268,722,2354,8,1,INDIVIDUAL_NON_MANDATORY,823047
17456,17456,561,257,8,1,INDIVIDUAL_NON_MANDATORY,6744067
21784,21784,1171,2354,8,5,INDIVIDUAL_NON_MANDATORY,4373090
18115,18115,912,2183,8,1,INDIVIDUAL_NON_MANDATORY,6046730
21280,21280,1015,2354,8,5,INDIVIDUAL_NON_MANDATORY,6269042
13413,13413,2355,991,7,4,INDIVIDUAL_NON_MANDATORY,7733301
26092,26092,2717,2354,8,1,INDIVIDUAL_NON_MANDATORY,2041952
24351,24351,727,2354,7,2,INDIVIDUAL_NON_MANDATORY,824505
27607,27607,2355,2446,7,1,INDIVIDUAL_NON_MANDATORY,3240408
9920,9920,398,2711,8,3,INDIVIDUAL_NON_MANDATORY,3089334
11523,11523,2424,111,7,5,INDIVIDUAL_NON_MANDATORY,2222821
20691,20691,1173,2354,8,1,INDIVIDUAL_NON_MANDATORY,3705635
13562,13562,908,84,8,1,INDIVIDUAL_NON_MANDATORY,442636
23185,23185,774,2111,7,4,INDIVIDUAL_NON_MANDATORY,825260
9473,9473,2355,389,7,1,INDIVIDUAL_NON_MANDATORY,7004893
20836,20836,1593,1427,7,4,INDIVIDUAL_NON_MANDATORY,3483439
6908,6908,1964,84,7,0,INDIVIDUAL_NON_MANDATORY,2181221
5105,5105,2173,2212,8,5,INDIVIDUAL_NON_MANDATORY,4077253
23108,23108,1846,1353,7,5,INDIVIDUAL_NON_MANDATORY,5486282
11864,11864,116,2022,7,3,INDIVIDUAL_NON_MANDATORY,3946767
11976,11976,110,1542,8,5,INDIVIDUAL_NON_MANDATORY,2937151
8009,8009,1018,2431,7,2,INDIVIDUAL_NON_MANDATORY,7004861
2685,2685,2424,2627,8,2,INDIVIDUAL_NON_MANDATORY,1550962
18507,18507,2355,2282,8,0,INDIVIDUAL_NON_MANDATORY,7323198
22160,22160,1550,1588,8,1,INDIVIDUAL_NON_MANDATORY,2338620
12924,12924,9,84,7,5,INDIVIDUAL_NON_MANDATORY,1644725
27733,27733,2355,2121,7,3,INDIVIDUAL_NON_MANDATORY,6526008
22530,22530,204,2354,7,3,INDIVIDUAL_NON_MANDATORY,2318964
27136,27136,2355,243,8,5,INDIVIDUAL_NON_MANDATORY,5959843
3011,3011,2355,2255,8,5,INDIVIDUAL_NON_MANDATORY,7523881
3800,3800,394,2354,8,0,INDIVIDUAL_NON_MANDATORY,4609804
20549,20549,1178,2354,7,2,INDIVIDUAL_NON_MANDATORY,2888086
24957,24957,689,2354,7,5,INDIVIDUAL_NON_MANDATORY,7804860
16853,16853,275,1197,7,4,INDIVIDUAL_NON_MANDATORY,848328
15239,15239,1787,2162,8,5,INDIVIDUAL_NON_MANDATORY,4427003
11336,11336,1400,84,8,2,INDIVIDUAL_NON_MANDATORY,5095901
24288,24288,1094,2665,8,5,INDIVIDUAL_NON_MANDATORY,7804897
10204,10204,1884,438,8,5,INDIVIDUAL_NON_MANDATORY,7005067
9211,9211,555,108,7,1,INDIVIDUAL_NON_MANDATORY,2775438
12158,12158,2044,2354,7,5,INDIVIDUAL_NON_MANDATORY,3247295
15992,15992,1884,2705,8,2,INDIVIDUAL_NON_MANDATORY,1511921
14802,14802,2628,84,7,1,INDIVIDUAL_NON_MANDATORY,3900213
10250,10250,2355,957,7,0,INDIVIDUAL_NON_MANDATORY,3186678
18294,18294,528,2354,8,5,INDIVIDUAL_NON_MANDATORY,6046790
8077,8077,1637,2431,7,2,INDIVIDUAL_NON_MANDATORY,4614262
4551,4551,2355,1815,7,3,INDIVIDUAL_NON_MANDATORY,3560131
9901,9901,328,1491,8,5,INDIVIDUAL_NON_MANDATORY,5086626
20559,20559,500,232,8,2,INDIVIDUAL_NON_MANDATORY,4373108
11473,11473,2424,1376,8,5,INDIVIDUAL_NON_MANDATORY,6245978
9847,9847,2173,2409,8,5,INDIVIDUAL_NON_MANDATORY,7005206
6747,6747,1884,910,7,5,INDIVIDUAL_NON_MANDATORY,3982744
10702,10702,2308,1966,8,2,INDIVIDUAL_NON_MANDATORY,1531585
28619,28619,2355,1874,8,2,INDIVIDUAL_NON_MANDATORY,7637905
19203,19203,2424,1599,8,2,INDIVIDUAL_NON_MANDATORY,2776283
10249,10249,1345,1542,7,1,INDIVIDUAL_NON_MANDATORY,3186678
18045,18045,2235,2354,7,0,INDIVIDUAL_NON_MANDATORY,2776293
23702,23702,1685,1937,8,1,INDIVIDUAL_NON_MANDATORY,366150
3802,3802,110,1542,7,3,INDIVIDUAL_NON_MANDATORY,4425842
15132,15132,2545,84,8,0,INDIVIDUAL_NON_MANDATORY,1652987
24947,24947,772,922,7,2,INDIVIDUAL_NON_MANDATORY,398431
18612,18612,1979,2354,8,1,INDIVIDUAL_NON_MANDATORY,6046673
23779,23779,1355,2354,7,4,INDIVIDUAL_NON_MANDATORY,823938
15951,15951,1507,2354,7,3,INDIVIDUAL_NON_MANDATORY,4986375
12800,12800,2051,1542,8,5,INDIVIDUAL_NON_MANDATORY,1652975
7706,7706,65,2431,8,0,INDIVIDUAL_NON_MANDATORY,7004627
9597,9597,540,558,7,0,INDIVIDUAL_NON_MANDATORY,1420836
26556,26556,2355,2668,7,3,INDIVIDUAL_NON_MANDATORY,888396
27987,27987,2355,2551,7,1,INDIVIDUAL_NON_MANDATORY,3151750
16371,16371,885,2354,8,1,INDIVIDUAL_NON_MANDATORY,3705261
10900,10900,2424,2565,8,0,INDIVIDUAL_NON_MANDATORY,1111198
7235,7235,590,84,8,3,INDIVIDUAL_NON_MANDATORY,5865724
19547,19547,665,2354,8,3,INDIVIDUAL_NON_MANDATORY,1803206
4068,4068,2105,2059,7,5,INDIVIDUAL_NON_MANDATORY,943823
1665,1665,759,815,8,5,INDIVIDUAL_NON_MANDATORY,4422655
20505,20505,236,113,8,0,INDIVIDUAL_NON_MANDATORY,290187
17208,17208,241,2354,8,2,INDIVIDUAL_NON_MANDATORY,3563604
19998,19998,170,2354,7,1,INDIVIDUAL_NON_MANDATORY,4763018
9421,9421,1231,2059,8,5,INDIVIDUAL_NON_MANDATORY,1461248
13949,13949,1566,18,8,4,INDIVIDUAL_NON_MANDATORY,7005886
8891,8891,2312,2059,7,3,INDIVIDUAL_NON_MANDATORY,3297318
8798,8798,2512,2059,7,0,INDIVIDUAL_NON_MANDATORY,3221437
26749,26749,2355,491,7,3,INDIVIDUAL_NON_MANDATORY,7007847
19136,19136,1951,967,7,2,INDIVIDUAL_NON_MANDATORY,7804444
617,617,2424,465,8,2,INDIVIDUAL_NON_MANDATORY,7644956
11924,11924,1943,1542,8,2,INDIVIDUAL_NON_MANDATORY,2556577
26999,26999,963,2354,8,2,INDIVIDUAL_NON_MANDATORY,1274225
23580,23580,1407,355,8,2,INDIVIDUAL_NON_MANDATORY,5933997
21988,21988,443,2354,7,4,INDIVIDUAL_NON_MANDATORY,2318966
13764,13764,969,1212,7,4,INDIVIDUAL_NON_MANDATORY,4614964
25853,25853,2572,2354,8,1,INDIVIDUAL_NON_MANDATORY,825761
26664,26664,2507,2354,8,3,INDIVIDUAL_NON_MANDATORY,1050166
1628,1628,2424,388,8,2,INDIVIDUAL_NON_MANDATORY,1455909
22832,22832,2173,2159,8,5,INDIVIDUAL_NON_MANDATORY,7324095
1457,1457,2424,2178,8,5,INDIVIDUAL_NON_MANDATORY,3294803
12246,12246,2583,1542,8,5,INDIVIDUAL_NON_MANDATORY,7571342
22234,22234,1575,2354,7,3,INDIVIDUAL_NON_MANDATORY,1771295
8237,8237,2007,1341,8,4,INDIVIDUAL_NON_MANDATORY,1273047
1707,1707,2424,1368,7,5,INDIVIDUAL_NON_MANDATORY,4830721
370,370,2355,631,8,4,INDIVIDUAL_NON_MANDATORY,1623386
19560,19560,2355,1133,8,3,INDIVIDUAL_NON_MANDATORY,7323598
22081,22081,2355,1870,7,2,INDIVIDUAL_NON_MANDATORY,2181289
23413,23413,2519,2354,7,4,INDIVIDUAL_NON_MANDATORY,2989849
14538,14538,1779,610,7,4,INDIVIDUAL_NON_MANDATORY,1048224
1730,1730,2424,155,7,2,INDIVIDUAL_NON_MANDATORY,4598375
26796,26796,2355,53,7,2,INDIVIDUAL_NON_MANDATORY,447680
22106,22106,1812,2354,8,3,INDIVIDUAL_NON_MANDATORY,54938
3308,3308,6,2354,8,3,INDIVIDUAL_NON_MANDATORY,4937603
7413,7413,2355,1772,8,5,INDIVIDUAL_NON_MANDATORY,3011444
8967,8967,487,2059,7,5,INDIVIDUAL_NON_MANDATORY,1461255
17938,17938,574,2354,8,1,INDIVIDUAL_NON_MANDATORY,6046684
13182,13182,1983,1649,8,5,INDIVIDUAL_NON_MANDATORY,4938996
18144,18144,2054,2354,8,4,INDIVIDUAL_NON_MANDATORY,1273557
5451,5451,1884,1736,8,0,INDIVIDUAL_NON_MANDATORY,2373110
8544,8544,1032,2059,8,3,INDIVIDUAL_NON_MANDATORY,1580359
11709,11709,2173,1477,8,1,INDIVIDUAL_NON_MANDATORY,1420895
22947,22947,206,671,8,2,INDIVIDUAL_NON_MANDATORY,411734
19354,19354,2355,1126,7,2,INDIVIDUAL_NON_MANDATORY,3983440
11160,11160,1839,1542,8,5,INDIVIDUAL_NON_MANDATORY,5675249
5340,5340,1884,1609,8,4,INDIVIDUAL_NON_MANDATORY,3273601
7561,7561,136,1809,8,1,INDIVIDUAL_NON_MANDATORY,5169866
8207,8207,2297,2622,8,3,INDIVIDUAL_NON_MANDATORY,3148453
23797,23797,1489,2354,7,3,INDIVIDUAL_NON_MANDATORY,7490366
18512,18512,820,764,8,2,INDIVIDUAL_NON_MANDATORY,587888
5475,5475,132,84,8,0,INDIVIDUAL_NON_MANDATORY,2522391
6758,6758,1679,84,7,5,INDIVIDUAL_NON_MANDATORY,5086391
20023,20023,961,2354,8,2,INDIVIDUAL_NON_MANDATORY,54751
14185,14185,1512,978,8,5,INDIVIDUAL_NON_MANDATORY,669439
18677,18677,2355,623,7,2,INDIVIDUAL_NON_MANDATORY,2538135
22929,22929,2355,837,8,1,INDIVIDUAL_NON_MANDATORY,87372
21937,21937,1040,2354,7,1,INDIVIDUAL_NON_MANDATORY,5486333
5527,5527,1884,645,8,3,INDIVIDUAL_NON_MANDATORY,5111814
23581,23581,1953,2123,8,2,INDIVIDUAL_NON_MANDATORY,5933997
20377,20377,366,2354,8,3,INDIVIDUAL_NON_MANDATORY,2394737
5089,5089,1232,2059,7,5,INDIVIDUAL_NON_MANDATORY,198462
26929,26929,2524,2354,8,4,INDIVIDUAL_NON_MANDATORY,2434090
8635,8635,2513,2059,8,5,INDIVIDUAL_NON_MANDATORY,15203
8359,8359,2424,75,8,2,INDIVIDUAL_NON_MANDATORY,3148486
6509,6509,1884,855,7,0,INDIVIDUAL_NON_MANDATORY,4938841
3468,3468,138,84,8,3,INDIVIDUAL_NON_MANDATORY,726560
9158,9158,332,2059,8,4,INDIVIDUAL_NON_MANDATORY,7004961
22386,22386,1307,618,7,2,INDIVIDUAL_NON_MANDATORY,3983591
5084,5084,1730,84,7,2,INDIVIDUAL_NON_MANDATORY,2372342
25425,25425,1297,2354,8,5,INDIVIDUAL_NON_MANDATORY,4939656
7297,7297,1884,461,8,2,INDIVIDUAL_NON_MANDATORY,6813994
9195,9195,485,2059,8,5,INDIVIDUAL_NON_MANDATORY,7653423
7418,7418,1057,84,7,5,INDIVIDUAL_NON_MANDATORY,1461133
15400,15400,2486,1565,8,5,INDIVIDUAL_NON_MANDATORY,945391
5031,5031,2173,117,8,5,INDIVIDUAL_NON_MANDATORY,4166074
14133,14133,340,84,8,0,INDIVIDUAL_NON_MANDATORY,3704937
4992,4992,1943,1542,8,3,INDIVIDUAL_NON_MANDATORY,6243908
13328,13328,842,2713,8,4,INDIVIDUAL_NON_MANDATORY,3122192
15935,15935,731,84,8,4,INDIVIDUAL_NON_MANDATORY,5020505
22112,22112,2030,2123,7,5,INDIVIDUAL_NON_MANDATORY,2222953
28114,28114,2355,501,8,5,INDIVIDUAL_NON_MANDATORY,2787094
23289,23289,774,2354,8,4,INDIVIDUAL_NON_MANDATORY,1209571
4311,4311,2173,482,7,5,INDIVIDUAL_NON_MANDATORY,1110390
15762,15762,1275,2354,8,4,INDIVIDUAL_NON_MANDATORY,7623152
15599,15599,634,1957,8,0,INDIVIDUAL_NON_MANDATORY,3900145
24767,24767,1943,1542,7,1,INDIVIDUAL_NON_MANDATORY,2989205
7979,7979,1643,2431,8,5,INDIVIDUAL_NON_MANDATORY,6045797
10984,10984,402,2594,8,0,INDIVIDUAL_NON_MANDATORY,3273993
16415,16415,2275,2354,8,1,INDIVIDUAL_NON_MANDATORY,5205649
24761,24761,1276,2354,7,5,INDIVIDUAL_NON_MANDATORY,55051
16398,16398,1527,2354,7,4,INDIVIDUAL_NON_MANDATORY,7681370
11889,11889,114,140,7,4,INDIVIDUAL_NON_MANDATORY,2196991
10088,10088,2173,1235,7,1,INDIVIDUAL_NON_MANDATORY,4614435
14073,14073,1089,973,8,3,INDIVIDUAL_NON_MANDATORY,5773886
24177,24177,780,742,8,3,INDIVIDUAL_NON_MANDATORY,823078
14852,14852,1400,84,8,5,INDIVIDUAL_NON_MANDATORY,627088
15156,15156,575,84,7,1,INDIVIDUAL_NON_MANDATORY,3033423
17933,17933,2349,813,8,3,INDIVIDUAL_NON_MANDATORY,2887799
1395,1395,2424,2084,8,3,INDIVIDUAL_NON_MANDATORY,1528701
7796,7796,1253,2431,7,5,INDIVIDUAL_NON_MANDATORY,7004715
24048,24048,1297,2354,7,4,INDIVIDUAL_NON_MANDATORY,2339249
15708,15708,1890,2354,8,2,INDIVIDUAL_NON_MANDATORY,1803184
3577,3577,1201,1542,7,0,INDIVIDUAL_NON_MANDATORY,7730816
11588,11588,2424,1423,8,0,INDIVIDUAL_NON_MANDATORY,1841327
28726,28726,967,2354,8,3,INDIVIDUAL_NON_MANDATORY,6754307
22475,22475,233,2354,8,2,INDIVIDUAL_NON_MANDATORY,1841491
12841,12841,991,1040,8,0,INDIVIDUAL_NON_MANDATORY,6046235
7290,7290,1861,84,8,3,INDIVIDUAL_NON_MANDATORY,6245768
20639,20639,965,2354,7,5,INDIVIDUAL_NON_MANDATORY,159481
8622,8622,2355,2079,8,1,INDIVIDUAL_NON_MANDATORY,5674946
7031,7031,1974,84,7,4,INDIVIDUAL_NON_MANDATORY,6743666
19433,19433,1145,2354,7,0,INDIVIDUAL_NON_MANDATORY,2222891
14784,14784,1604,1939,7,3,INDIVIDUAL_NON_MANDATORY,5933582
9067,9067,2197,2059,8,1,INDIVIDUAL_NON_MANDATORY,4762658
22408,22408,2173,1980,7,3,INDIVIDUAL_NON_MANDATORY,3483460
16042,16042,1514,2354,7,5,INDIVIDUAL_NON_MANDATORY,5485798
5262,5262,2016,84,8,5,INDIVIDUAL_NON_MANDATORY,2257461
19108,19108,1655,2354,8,2,INDIVIDUAL_NON_MANDATORY,4615536
5927,5927,120,1542,8,3,INDIVIDUAL_NON_MANDATORY,3483135
25791,25791,1993,788,7,1,INDIVIDUAL_NON_MANDATORY,4939329
26590,26590,2355,1664,8,3,INDIVIDUAL_NON_MANDATORY,5677094
24212,24212,689,1724,8,1,INDIVIDUAL_NON_MANDATORY,7490513
7882,7882,1063,1692,8,0,INDIVIDUAL_NON_MANDATORY,945218
7794,7794,2355,1609,8,0,INDIVIDUAL_NON_MANDATORY,7004714
3453,3453,1433,2354,7,4,INDIVIDUAL_NON_MANDATORY,1551186
19362,19362,1697,2354,7,2,INDIVIDUAL_NON_MANDATORY,5486095
17483,17483,1409,2354,8,4,INDIVIDUAL_NON_MANDATORY,7006191
5395,5395,1884,1375,8,5,INDIVIDUAL_NON_MANDATORY,706962
6603,6603,1884,43,8,0,INDIVIDUAL_NON_MANDATORY,3176029
11966,11966,1494,1479,8,1,INDIVIDUAL_NON_MANDATORY,5803650
16567,16567,1312,592,7,2,INDIVIDUAL_NON_MANDATORY,54593
17754,17754,1745,2354,8,1,INDIVIDUAL_NON_MANDATORY,4047987
4669,4669,2355,1354,7,2,INDIVIDUAL_NON_MANDATORY,7002038
14736,14736,1545,84,7,4,INDIVIDUAL_NON_MANDATORY,3033424
20956,20956,1172,2567,7,1,INDIVIDUAL_NON_MANDATORY,3483437
11887,11887,2447,1542,7,4,INDIVIDUAL_NON_MANDATORY,2196989
21406,21406,1784,2594,8,4,INDIVIDUAL_NON_MANDATORY,3946885
19406,19406,2292,409,8,1,INDIVIDUAL_NON_MANDATORY,3327202
18955,18955,1979,972,8,5,INDIVIDUAL_NON_MANDATORY,2989070
11995,11995,2688,2607,8,3,INDIVIDUAL_NON_MANDATORY,822530
13955,13955,1651,84,7,5,INDIVIDUAL_NON_MANDATORY,4166999
25447,25447,1357,2354,8,3,INDIVIDUAL_NON_MANDATORY,823704
14478,14478,977,84,7,5,INDIVIDUAL_NON_MANDATORY,1690316
17772,17772,2266,1453,7,2,INDIVIDUAL_NON_MANDATORY,159164
4804,4804,1884,752,8,4,INDIVIDUAL_NON_MANDATORY,2936656
10189,10189,2194,1542,8,1,INDIVIDUAL_NON_MANDATORY,1366317
23730,23730,569,2354,8,2,INDIVIDUAL_NON_MANDATORY,7804913
5123,5123,2173,2485,7,2,INDIVIDUAL_NON_MANDATORY,2433137
17122,17122,897,2354,8,1,INDIVIDUAL_NON_MANDATORY,7323043
17723,17723,906,94,7,4,INDIVIDUAL_NON_MANDATORY,384100
28545,28545,2173,551,8,4,INDIVIDUAL_NON_MANDATORY,1379240
7640,7640,2424,92,8,1,INDIVIDUAL_NON_MANDATORY,3562753
26211,26211,2355,496,8,3,INDIVIDUAL_NON_MANDATORY,290376
2201,2201,2424,2422,8,0,INDIVIDUAL_NON_MANDATORY,7678799
24790,24790,2062,688,8,4,INDIVIDUAL_NON_MANDATORY,398456
26593,26593,2355,2263,7,1,INDIVIDUAL_NON_MANDATORY,2690528
11300,11300,2424,1980,8,0,INDIVIDUAL_NON_MANDATORY,4426870
6470,6470,1884,2378,7,4,INDIVIDUAL_NON_MANDATORY,1420000
21404,21404,2613,2354,7,2,INDIVIDUAL_NON_MANDATORY,4492589
16127,16127,886,2354,7,3,INDIVIDUAL_NON_MANDATORY,2222833
13507,13507,1884,1736,8,0,INDIVIDUAL_NON_MANDATORY,6183544
3491,3491,1959,84,8,5,INDIVIDUAL_NON_MANDATORY,791151
14459,14459,612,84,8,1,INDIVIDUAL_NON_MANDATORY,6268985
2561,2561,2424,2038,8,4,INDIVIDUAL_NON_MANDATORY,1642864
25555,25555,2355,789,7,3,INDIVIDUAL_NON_MANDATORY,443460
5050,5050,2173,1790,8,4,INDIVIDUAL_NON_MANDATORY,2372520
7378,7378,140,84,8,4,INDIVIDUAL_NON_MANDATORY,5104735
18475,18475,2355,353,8,2,INDIVIDUAL_NON_MANDATORY,3327214
12043,12043,418,1542,7,2,INDIVIDUAL_NON_MANDATORY,5095922
15833,15833,773,1523,8,3,INDIVIDUAL_NON_MANDATORY,5105196
9499,9499,2385,139,7,0,INDIVIDUAL_NON_MANDATORY,5959380
7253,7253,2355,1718,8,5,INDIVIDUAL_NON_MANDATORY,3704065
7042,7042,2025,1166,7,2,INDIVIDUAL_NON_MANDATORY,3231503
26172,26172,2355,818,8,0,INDIVIDUAL_NON_MANDATORY,6814423
21732,21732,1592,2354,8,0,INDIVIDUAL_NON_MANDATORY,2887968
14066,14066,14,1651,8,5,INDIVIDUAL_NON_MANDATORY,5773885
10931,10931,540,2614,8,3,INDIVIDUAL_NON_MANDATORY,1366293
4765,4765,1884,1839,8,2,INDIVIDUAL_NON_MANDATORY,3813190
10404,10404,2381,1542,8,2,INDIVIDUAL_NON_MANDATORY,5020284
19585,19585,1547,2354,8,0,INDIVIDUAL_NON_MANDATORY,2074009
10302,10302,1,2566,8,1,INDIVIDUAL_NON_MANDATORY,3089291
4598,4598,1685,2354,7,5,INDIVIDUAL_NON_MANDATORY,7001708
9998,9998,603,1542,7,0,INDIVIDUAL_NON_MANDATORY,3247204
18094,18094,1800,2354,8,5,INDIVIDUAL_NON_MANDATORY,3483400
15332,15332,2355,338,7,0,INDIVIDUAL_NON_MANDATORY,1770775
14804,14804,1528,84,8,5,INDIVIDUAL_NON_MANDATORY,6269002
16228,16228,1275,2391,7,3,INDIVIDUAL_NON_MANDATORY,1647263
23678,23678,1865,2354,8,3,INDIVIDUAL_NON_MANDATORY,825487
8078,8078,2355,1301,7,2,INDIVIDUAL_NON_MANDATORY,4614262
12252,12252,2447,1423,7,3,INDIVIDUAL_NON_MANDATORY,7853495
9643,9643,2424,2419,7,2,INDIVIDUAL_NON_MANDATORY,5170065
19374,19374,1613,2346,7,0,INDIVIDUAL_NON_MANDATORY,2887700
8934,8934,2173,2079,8,4,INDIVIDUAL_NON_MANDATORY,6245849
3530,3530,109,1542,8,0,INDIVIDUAL_NON_MANDATORY,7605390
26815,26815,2355,1599,8,5,INDIVIDUAL_NON_MANDATORY,3564623
14446,14446,1874,2272,7,5,INDIVIDUAL_NON_MANDATORY,4614984
6406,6406,1884,1621,8,5,INDIVIDUAL_NON_MANDATORY,1511291
4764,4764,1884,240,8,1,INDIVIDUAL_NON_MANDATORY,3088821
8419,8419,937,2431,7,2,INDIVIDUAL_NON_MANDATORY,7884356
11280,11280,2424,39,7,2,INDIVIDUAL_NON_MANDATORY,5983193
20698,20698,122,1154,7,4,INDIVIDUAL_NON_MANDATORY,2887997
22042,22042,1120,2354,8,4,INDIVIDUAL_NON_MANDATORY,15427
15456,15456,1430,2316,8,2,INDIVIDUAL_NON_MANDATORY,4615011
1194,1194,2424,374,8,1,INDIVIDUAL_NON_MANDATORY,2166268
14054,14054,2424,616,7,3,INDIVIDUAL_NON_MANDATORY,1770690
12485,12485,106,1542,8,3,INDIVIDUAL_NON_MANDATORY,1366585
11347,11347,2424,1425,7,4,INDIVIDUAL_NON_MANDATORY,4102259
25318,25318,2472,236,7,2,INDIVIDUAL_NON_MANDATORY,824232
18945,18945,767,2354,7,4,INDIVIDUAL_NON_MANDATORY,587903
16336,16336,2424,1485,8,0,INDIVIDUAL_NON_MANDATORY,5485730
4652,4652,72,2431,8,3,INDIVIDUAL_NON_MANDATORY,6515266
21922,21922,2355,768,8,2,INDIVIDUAL_NON_MANDATORY,54885
23985,23985,1114,1886,8,3,INDIVIDUAL_NON_MANDATORY,825014
19268,19268,356,2354,8,3,INDIVIDUAL_NON_MANDATORY,2538181
11342,11342,2424,2221,7,5,INDIVIDUAL_NON_MANDATORY,4614695
5470,5470,1338,84,7,4,INDIVIDUAL_NON_MANDATORY,6518009
6252,6252,1722,2354,7,2,INDIVIDUAL_NON_MANDATORY,5041999
25607,25607,567,2354,7,2,INDIVIDUAL_NON_MANDATORY,7805127
20064,20064,1241,2354,8,3,INDIVIDUAL_NON_MANDATORY,411687
8658,8658,2173,2032,7,3,INDIVIDUAL_NON_MANDATORY,1551719
14812,14812,1794,2145,8,1,INDIVIDUAL_NON_MANDATORY,7524452
23540,23540,1993,2354,8,1,INDIVIDUAL_NON_MANDATORY,7805142
14119,14119,1476,84,8,4,INDIVIDUAL_NON_MANDATORY,1461390
13030,13030,2643,1423,7,0,INDIVIDUAL_NON_MANDATORY,461109
4076,4076,2173,113,8,3,INDIVIDUAL_NON_MANDATORY,847423
11077,11077,1455,2354,8,3,INDIVIDUAL_NON_MANDATORY,1690209
23393,23393,791,2613,8,2,INDIVIDUAL_NON_MANDATORY,1209310
22839,22839,2129,2354,8,2,INDIVIDUAL_NON_MANDATORY,3327228
9307,9307,2105,2059,8,1,INDIVIDUAL_NON_MANDATORY,3011520
14494,14494,1334,84,8,5,INDIVIDUAL_NON_MANDATORY,198873
24455,24455,1641,2354,8,5,INDIVIDUAL_NON_MANDATORY,7804713
20163,20163,829,2354,8,0,INDIVIDUAL_NON_MANDATORY,1048385
5933,5933,1884,1802,7,4,INDIVIDUAL_NON_MANDATORY,5672695
15994,15994,2534,2354,8,2,INDIVIDUAL_NON_MANDATORY,5718361
24004,24004,2438,2354,7,2,INDIVIDUAL_NON_MANDATORY,538823
22697,22697,207,2354,7,1,INDIVIDUAL_NON_MANDATORY,1461468
5560,5560,1884,2552,8,3,INDIVIDUAL_NON_MANDATORY,2317611
8852,8852,28,2059,8,1,INDIVIDUAL_NON_MANDATORY,3221415
14585,14585,614,84,8,2,INDIVIDUAL_NON_MANDATORY,3327166
